GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
537995,3.49,"Ketchup, Mustard, BBQ & Cheese Sauce",,34.0,g,2 Tbsp,,"ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC SUGAR, ORGANIC JALAPENO PUREE (ORGANIC RED JALAPENO PEPPERS, SEA SALT, ORGANIC DISTILLED VINEGAR, CALCIUM CHLORIDE), ORGANIC DISTILLED VINEGAR, ORGANIC MOLASSES, NATURAL HICKORY SMOKE FLAVOR, ORGANIC ROASTED GARLIC, ORGANIC CORNSTARCH, ORGANIC WORCESTERSHIRE SAUCE (ORGANIC DISTILLED VINEGAR, ORGANIC MOLASSES, WATER, ORGANIC SUGAR, SEA SALT, ORGANIC CARAMEL COLOR, ORGANIC GARLIC POWDER, ORGANIC SPICES [ORGANIC ALLSPICE, ORGANIC NUTMEG,ORGANIC CLOVE, ORGANIC GINGER], ORGANIC CAYENNE PEPPERS, ORGANIC BLACK PEPPER, XANTHAN GUM), ORGANIC GARLIC PUREE (ORGANIC GARLIC, WATER), ORGANIC GARLIC POWDER, SALT, ORGANIC ONION POWDER, ORGANIC CARAMEL COLOR, ORGANIC GARLIC, ORGANIC HABANERO PEPPER POWDER, XANTHAN GUM."
540483,5.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,0.25 cup,,"MARCONA ALMONDS, SUNFLOWER OIL, BLACK TRUFFLE SEA SALT (SEA SALT, DRIED TRUFFLE, TRUFFLE FLAVOR), MARCONA ALMONDS, SUNFLOWER OIL, BLACK TRUFFLE SEA SALT (SEA SALT, DRIED TRUFFLE, TRUFFLE FLAVOR)."
542050,3.99,Soda,,355.0,ml,1 BOTTLE,,"WATER, SUGAR, GINGER JUICE, LIME JUICE CONCENTRATE, LEMON JUICE CONCENTRATE, NATURAL GINGER ALE FLAVOR, NATURAL FLAVORS, GINGER EXTRACT."
544191,3.99,Other Grains & Seeds,,30.0,g,2 Tbsp,,"SPROUTED BUCKWHEAT GROATS, SPROUTED MILLET, CHIA SEED, GOLDEN FLAX SEED, ORGANIC RED QUINOA, SHELLED HEMP SEED, ORGANIC AMARANTH."
544528,1.99,Chili & Stew,,30.0,g,2 Tbsp,,"GREEN CHILE PEPPERS, WATER, CONTAINS LESS THAN 2% OF CALCIUM CHLORIDE, CITRIC ACID (ACIDITY REGULATOR), SALT."
545648,2.99,Plant Based Water,,240.0,ml,8 OZA,,"MAPLE WATER (SAP), MAPLE WATER (SAP)."
548618,3.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,1 tsp,,"WATER, ORGANIC JALAPENO PEPPER PUREE, TOMATILLO PUREE, WHITE DISTILLED VINEGAR, CANE SUGAR, CILANTRO PUREE (CILANTRO, VEGETABLE OIL [CANOLA OIL AND/OR OLIVE OIL], CITRIC ACID [FOR FRESHNESS]), SALT, GARLIC PUREE (GARLIC, WATER), GARLIC, SPINACH POWDER, LIME JUICE CONCENTRATE, HABANERO PEPPER POWDER, XANTHAN GUM."
549721,2.99,"Pickles, Olives, Peppers & Relishes",,15.0,g,4 OLIVES,,"ORGANIC PITTED OLIVES, WATER, SALT, ORGANIC EXTRA VIRGIN OLIVE OIL, LACTIC ACID."
550086,2.99,Wholesome Snacks,,90.0,g,1 POUCH,,"ORGANIC APPLE PUREE, ASCORBIC ACID (VITAMIN C FOR FRESHNESS)."
550857,2.79,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"PLANTAINS, PALM OLEIN."
556309,10.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,EXTRA VIRGIN OLIVE OIL
558600,2.49,"Ketchup, Mustard, BBQ & Cheese Sauce",,17.0,g,1 Tbsp,,"ORGANIC TOMATO PUREE, ORGANIC SUGAR, ORGANIC WHITE VINEGAR, SALT, ORGANIC ONION POWDER, ORGANIC SPICES."
558617,4.49,Other Soups,,240.0,ml,1 cup,,"BUTTERNUT PUREE, WATER, ORGANIC SOYMILK (WATER, ORGANIC SOYBEANS), CANE SUGAR, SEA SALT, EXPELLER PRESSED CANOLA OIL, RICE FLOUR, NATURAL FLAVOR, ONION POWDER, GARLIC POWDER, GINGER POWDER."
561228,3.99,Dips & Salsa,,28.0,g,2 Tbsp,,"COOKED GARBANZO BEANS (GARBANZO BEANS, WATER), SRIRACHA SAUCE (RED CHILI PEPPER, VINEGAR, SUGAR, GARLIC, SALT), TAHINI PASTE (GROUND SESAME SEED), EXPELLER PRESSED CANOLA OIL, LEMON JUICE CONCENTRATE, GRANULATED GARLIC, SEA SALT, CUMIN, WHITE PEPPER."
564519,2.99,Cereal,,40.0,g,1.4 ONZ,,"WHOLE GRAIN OATS, GROUND FLAXSEEDS, CHIA SEEDS, QUINOA, AMARANTH."
570190,2.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER, APPLE JUICE CONCENTRATE, ORANGE JUICE CONCENTRATE, PINEAPPLE JUICE CONCENTRATE, WHITE GRAPE JUICE CONCENTRATE, PEACH PUREE CONCENTRATE, MANGO JUICE CONCENTRATE, CITRIC ACID, NATURAL FLAVORS, AND ASCORBIC ACID (VITAMIN C). "
570596,3.49,Dips & Salsa,,28.0,g,2 Tbsp,,"TOMATOES, WATER, DOUBLE ROASTED ANAHEIM PEPPERS, ONIONS, CILANTRO, CIDER VINEGAR, JALAPENOS, LIME JUICE, SEA SALT, GARLIC, CUMIN, BLACK PEPPER."
592277,3.29,"Granulated, Brown & Powdered Sugar",,30.0,g,0.25 cup,,ORGANIC EVAPORATED CANE JUICE. ORGANIC TAPIOCA STARCH.
594875,5.99,Flours & Corn Meal,,30.0,g,1/4 cup,,"ALMONDS, ALMONDS."
599412,3.49,Other Grains & Seeds,,42.0,g,0.25 cup,,ORGANIC WHITE QUINOA. 
607599,2.99,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"STONE GROUND YELLOW CORN, SOY GRITS, BROWN FLAXSEED, CORN OIL OR SUNFLOWER OIL, SEA SALT, WATER, TRACE OF LIME."
646659,2.99,Wholesome Snacks,,40.0,g,2 PIECES,,"BANANAS, SULFUR DIOXIDE, BANANAS, SULFUR DIOXIDE (ADDED FOR FRESHNESS)."
670104,2.29,Plant Based Milk,,240.0,ml,8 OZA,,"WATER, WHOLE ORGANIC SOYBEANS."
681285,12.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,CALIFORNIA ARBEQUINA OLIVE OIL.
693752,3.99,Plant Based Milk,,240.0,ml,8 OZA,,"ORGANIC SOYMILK (FILTERED WATER, WHOLE ORGANIC SOYBEANS), ORGANIC EVAPORATED CANE JUICE, TRICALCIUM PHOSPHATE, ORGANIC COCOA POWDER, ORGANIC VANILLA FLAVOR, SEA SALT, CARRAGEENAN, VITAMIN A PALMITATE, VITAMIN D2, RIBOFLAVIN (B2)."
698887,2.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,0.25 cup,,"ROASTED & SALTED ALMONDS (ALMONDS, CANOLA OIL, SALT), ROASTED & SALTED CASHEWS (CASHEWS, CANOLA OIL, SALT), PINEAPPLE (PINEAPPLE, SUGAR), CHERRIES (CHERRIES, SUGAR, SUNFLOWER OIL), CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL)."
714563,3.99,Other Soups,,70.3,g,1 BOWL,,"RICE NOODLES (RICE, WATER), SEASONING MIX (SUGAR, GARLIC POWDER, SALT, MUSHROOM POWDER, AUTOLYZED YEAST EXTRACT, SPRING ONION FLAKE, PEPPER), DRIED VEGETABLE PACKET (FREEZE DRIED MUSHROOM, FREEZE DRIED CORN, FREEZE DRIED CARROT), OIL SACHET (RICE BRAN OIL, GARLIC)."
728508,1.99,Pizza Mixes & Other Dry Dinners,,150.0,g,0.5 PACKAGE,,"CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL, TURMERIC, CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL TURMERIC."
765152,3.99,"Granulated, Brown & Powdered Sugar",,4.0,g,1 tsp,,ORGANIC EVAPORATED CANE JUICE.
774093,3.99,"Entrees, Sides & Small Meals",,74.0,g,0.5 cup,,"LONG GRAIN BROWN RICE, GRAPE SEED OIL."
785556,3.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,15.0,g,1 Tbsp,,"SOY SAUCE (WATER, WHEAT, SOYBEANS, SLAT), SUGAR, GARLIC PUREE (GARLIC, WATER, CITRIC ACID), SESAME SEEDS, SOYBEAN OIL, GINGER PUREE, WHITE VINEGAR, SOY POWDER (SOYBEAN, SALT, WHEAT, MALTODEXTRIN), OIL, GARLIC, ONIONS, ONION POWDER, GINGER POWDER."
786188,2.99,Crackers & Biscotti,,30.0,g,37 CRACKERS,,"BROWN RICE FLOUR, WHITE RICE FLOUR, TAMARI SOY SAUCE (WATER, SOYBEANS, SALT), POTATO STARCH, BLACK SESAME SEEDS, FLAX SEEDS, DRIED CANE SYRUP, TORULA YEAST, BROWN RICE FLOUR, WHITE RICE FLOUR, TAMARI SOY SAUCE (WATER, SOYBEANS, SALT), POTATO STARCH, BLACK SESAME SEEDS, FLAX SEEDS, DRIED CANE SYRUP, TORULA YEAST."
796149,3.49,Dips & Salsa,,34.0,g,2 Tbsp,,"CORN SUGAR, ONIONS RED BELL PEPPERS JALAPENO PEPPERS DISTILLED VINEGAR, CRUSHED RED PEPPERS, BLACK PEPPER, CORIANDER SEED, MUSTARD SEED SALT, GUAR GUM."
802291,10.99,Alcohol,,60.0,ml,,,"WATER, SUGAR, CITRIC ACID, LEMON AND LIME JUICE CONCENTRATE, NATURAL FLAVOR, GUM ACACIA, CARAMEL COLOR"
809580,3.49,"Cake, Cookie & Cupcake Mixes",,50.0,g,,16 oz/1 lbs/454 g,"SUGAR, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MAY CONTAIN MALTED BARLEY FLOUR, ENZYMES, ASCORBIC ACID [VITAMIN C {DOUGH CONDITIONER}]), LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), SALT, SOYBEAN OIL, VANILLA BEAN SPECKS, MADAGASCAR BOURBON VANILLA FLAVOR, XANTHAN GUM."
809979,1.99,Wholesome Snacks,,40.0,g,,,"SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, EXPELLER PRESSED CRANBERRY SEED OIL)."
816649,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED SPARKLING WATER (SUFFICIENT TO RECONSTITUTE), JUICE CONCENTRATES (BLUEBERRY, APPLE, PEAR AND WHITE GRAPE), NATURAL FLAVORS."
845809,3.99,"Cake, Cookie & Cupcake Mixes",,40.0,g,,,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, MAY CONTAIN BARLEY FLOUR, ENZYMES, ASCORBIC ACID), WHOLE WHEAT FLOUR, ROLLED OATS, LEAVENING ( SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), SOYBEAN OIL, SUGAR, YELLOW CORNMEAL, WHEAT BRAN, OAT BRAN, BROWN RICE FLOUR, SALT, BUTTERMILK."
852180,2.99,Bread & Muffin Mixes,,47.0,g,,,"SUGAR, UNBLEACHED ENRICHED WHEAT FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), BANANA FLAKES, BAKING POWDER (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, CORNSTARCH, MONOCALCIUM PHOSPHATE), WHEAT GERM, BRAN, SALT, NATURAL VANILLA FLAVOR."
854252,2.49,"Pickles, Olives, Peppers & Relishes",,18.0,g,,,"MANGO, SUGAR, RED BELL PEPPER, WATER, RED WINE VINEGAR, RAISINS, GINGER, TAPIOCA STARCH, CAYENNE PEPPER, SEA SALT, LOCUST BEAN GUM, XANTHAN GUM."
859097,3.99,Cereal,,55.0,g,,16 oz/1 lbs/454 g,"WHOLE ROLLED WHEAT, MILLED CANE SUGAR, RICE FLOUR, CORNSTARCH, VEGETABLE OIL (CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL), BROWN RICE SYRUP, ALMONDS, SALT, NATURAL FLAVOR, BARLEY MALT SYRUP."
860932,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860956,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12), FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860970,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
876209,1.99,Milk Additives,,15.0,ml,,,"ORGANIC SOYBASE (FILTERED WATER, WHOLE ORGANIC SOYBEANS), EXPELLER PRESSED ORGANIC CANOLA OIL, ORGANIC CANE SUGAR, ORGANIC MALTODEXTRIN (FROM CORN), POTASSIUM PHOSPHATE, SOY LECITHIN, NATURAL FALVORS, CARRAGEENAN, SODIUM CITRATE, ORGANIC TAPIOCA STARCH."
877770,2.49,"Popcorn, Peanuts, Seeds & Related Snacks",,,,,,"WHEAT FLOUR, SUGAR, SALT, BARLEY MALT SYRUP"
878050,3.99,"Jam, Jelly & Fruit Spreads",,20.0,g,,17.5 oz/496 g,"RASPBERRIES, LIQUID SUGAR (SUGAR, WATER), SUGAR, LEMON JUICE CONCENTRATE, PECTIN."
885911,13.95,Other Grains & Seeds,,15.0,g,,,"GOLDEN ROASTED MILLED FLAX SEED, MILLED ROASTED FLAXSEED, BLUEBERRIES, CORN STARCH, MALTODEXTRIN, CANE SUGAR, NATURAL FLAVORS, SUNFLOWER LECTHIN."
888653,2.99,Frozen Patties and Burgers,,71.0,g,,,"POTATOES, CANOLA OIL, CARROTS, GREEN BEANS, BREAD CRUMBS (WHEAT FLOUR, SUGAR, YEAST, SALT), BELL PEPPERS, ONIONS, CORN, WATER, SALT, SUGAR, SPICES, GINGER, CELLULOSE GUM, GREEN PEPPER, CITRIC ACID, TURMERIC, MUSTARD SEEDS, POTATOES, CANOLA OIL, CARROTS, GREEN BEANS, BREAD CRUMBS (WHEAT FLOUR, SUGAR, YEAST, SALT), BELL PEPPERS, ONIONS, CORN, WATER, SALT, SUGAR, SPICES, GINGER, CELLULOSE GUM, GREEN PEPPER, CITRIC ACID, TURMERIC, MUSTARD SEEDS."
896979,2.99,Cereal,,40.0,g,,,"ORGANIC ROLLED OATS, ORGANIC DEHYDRATED CANE JUICE SOLIDS, ORGANIC CINNAMON, ORGANIC SPICES, SEA SALT."
899857,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED SPARKLING WATER (SUFFICIENT TO RECONSTITUTE), JUICE CONCENTRATES (APPLE, POMEGRANATE, RED GRAPE AND BLACK CURRANT), NATURAL FLAVORS."
900836,5.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,,,"ALMONDS, SUNFLOWER OIL, SEA SALT, DRIED WHOLE ROSEMARY."
906425,3.99,Dips & Salsa,,30.0,g,,,"GARBANZO BEANS (GARBANZO BEANS, WATER, SALT), TAHINI (GROUND SESAME SEEDS), WATER, CANOLA OIL AND/OR SAFFLOWER OIL, GARLIC, CONCENTRATED LEMON JUICE, SALT, PINE NUTS, PHOSPHORIC, ACETIC AND MALIC ACIDS, CULTURED DEXTROSE (PRESERVES FRESHNESS), OLIVE OIL, SPICES, DEHYDRATED RED BELL PEPPER, DEHYDRATED PARSLEY."
909761,2.99,"Pickles, Olives, Peppers & Relishes",,14.0,g,,,"OLIVES, WATER, SALT, FEROUS GLUCONATE (TO STABILIZE COLOR)."
910569,2.99,Cereal,,35.0,g,,350 g/12.3 oz,"WHOLE GRAIN ROLLED OATS (WITH OAT BRAN), SUGAR, DEHYDRATED APPLES (TREATED WITH ASCORBIC ACID, CITRIC ACID AND CALCIUM CHLORIDE TO PRESERVE COLOR), CINNAMON, SALT, CALCIUM CARBONATE, NATURAL FLAVORS, CITRIC ACID, GUAR GUM, FERRIC ORTHOPHOSPHATE, (SOURCE OF IRON), NIACINAMIDE, PYRIDOXINE HYDROCHLORIDE, (B6) RIBOFLAVIN, VITAMIN A PALMITATE, THIAMIN MONONITRATE, FOLIC ACID."
910729,3.99,"Pickles, Olives, Peppers & Relishes",,28.0,g,,,"ORGANIC CUCUMBERS, WATER, ORGANIC VINEGAR, SALT, DEHYDRATED ORGANIC GARLIC, CALCIUM CHLORIDE, NATURAL FLAVORS, ORGANIC TURMERIC (COLOR)."
911054,5.99,Dips & Salsa,,30.0,g,2 Tbsp,,"GREAT NORTHERN WHITE BEANS, WATER, TAHINI (PUREED SESAME SEEDS), CANOLA OIL, GARLIC, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), LEMON JUICE CONCENTRATE, CITRUS FIBER, CULTURED DEXTROSE (FOR FRESHNESS), OLIVE OIL, SUN DRIED TOMATOES, SALT, PHOSPHORIC, ACETIC AND MALIC ACIDS, PARSLEY, WHITE PEPPER, PAPRIKA."
912167,3.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,200.0,ml,,,"FILTERED WATER, APPLE JUICE CONCENTRATE, NATURAL FLAVORS, ASCORBIC ACID (VITAMIN C)."
914918,2.99,Wholesome Snacks,,40.0,g,,,PINEAPPLE.
919890,5.99,Nut & Seed Butters,,32.0,g,,16 oz/1 lbs/454 g,RAW ALMONDS.
922357,8.99,Other Meats,,76.0,g,,,"INGREDIENTS: WATER, ISOLATED SOY PROTEIN, VITAL WHEAT GLUTEN, NATURAL FLAVORS, EXPELLER PRESSED CANOLA OIL, ORGANIC EVAPORATED CANE JUICE, SPICES, YEAST EXTRACT, SEA SALT, GARLIC POWDER, ONION POWDER, RED BELL PEPPER FLAKES, PARSLEY FLAKES, PEA PROTEIN, CARROT FIBER, SUNFLOWER OIL."
922722,3.79,Canned Vegetables,,100.0,g,,,"HEARTS OF PALM, WATER, SALT, CITRIC ACID (ACIDITY REGULATOR)."
923064,3.49,Crackers & Biscotti,,30.0,g,22 CRACKERS,,"ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUNFLOWER OIL, SUGAR, SCOTCH OATMEAL, INULIN, RYE FLOUR, MULTIGRAIN FLOUR BLEND (WHEAT, RYE, TRITICALE, BARLEY, CORN, MILLET, SOYBEAN, SUNFLOWER SEEDS, RICE, FLAX, DURUM WHEAT, OATS), WHEAT GERM, MODIFIED CORN STARCH, SALT, INVERT SYRUP, SODIUM BICARBONATE, ONION POWDER, MALT FLOUR, MONOCALCIUM PHOSPHATE, ENZYMES."
923774,2.99,Crackers & Biscotti,,30.0,g,,,"ENRICHED WHEAT FLOUR (FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), WHOLE WHEAT FLOUR, SUNFLOWER OIL, SUGAR, WHEAT GERM, CORN STARCH, INVERT SUGAR SYRUP, SALT, MALT EXTRACT, ONION POWDER, TORULA YEAST, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE, ANNATTO COLOR AND TURMERIC OLEORESIN (COLOR)."
924665,2.99,Snacks,,,,,,"POPCORN, SUNFLOWER OIL, SUGAR, SALT"
925372,3.49,Dips & Salsa,,32.0,g,,,"DICED TOMATOES, TOMATO PUREE, FIRE-ROASTED TOMATOES, ROASTED ONIONS, ROASTED GREEN BELL PEPPERS. LIME JUICE, SUGAR, JALAPENO PEPPERS, ONIONS, ROASTED GARLIC, WHITE DISTILLED VINEGAR, CILANTRO, CUMIN, CHIPOTLE PEPPERS, BLACK PEPPER."
925907,3.99,"Pickles, Olives, Peppers & Relishes",,15.0,g,,,"ORGANIC CUCUMBERS, ORGANIC CANE SUGAR, WATER, ORGANIC DISTILLED VINEGAR, SALT, ORGANIC DEHYDRATED PEPPERS, CALCIUM CHLORIDE, XANTHAN GUM, ORGANIC NATURAL SPICE FLAVORS, ORGANIC GUM ARABIC."
926904,2.99,"Cakes, Cupcakes, Snack Cakes",,24.0,g,,,"ORGANIC WHOLE GRAIN BROWN RICE, ORGANIC MARSHMALLOW (ORGANIC BROWN RICE SYRUP, ORGANIC CANE SUGAR, ORGANIC GUAR GUM, SEA SALT), ORGANIC PALM FRUIT OIL, VEGETABLE GLYCERIN, ORGANIC RICE BRAN EXTRACT, ORGANIC VANILLA FLAVOR, ORGANIC WHOLE GRAIN BROWN RICE, ORGANIC MARSHMALLOW (ORGANIC BROWN RICE SYRUP, ORGANIC CANE SUGAR, ORGANIC GUAR GUM, SEA SALT), ORGANIC PALM FRUIT OIL, VEGETABLE GLYCERIN, ORGANIC RICE BRAN EXTRACT, ORGANIC VANILLA FLAVOR."
929172,3.95,Other Condiments,,16.0,g,,,"CRANBERRIES, APPLES, SUGAR, CRANBERRY JUICE CONCENTRATE, PECTIN, ASCORBIC ACID (VITAMIN C), CRANBERRIES, APPLES, SUGAR, CRANBERRY JUICE CONCENTRATE, PECTIN, ASCORBIC ACID (VITAMIN C)."
929783,2.99,Bread & Muffin Mixes,,30.0,g,,,"ORGANIC WHEAT FLOUR, WATER, ORGANIC EVAPORATED CANE JUICE, SEA SALT, YEAST."
930826,3.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,1.0,g,,,"HIMALAYAN PINK SALT, HIMALAYAN PINK SALT CRYSTALS."
930840,2.29,Herbs & Spices,,0.699999988079071,g,,,"RAINBOW PEPPERCORNS, BLACK PEPPERCORNS, WHITE PEPPERCORNS, GREEN PEPPERCORNS, PINK PEPPERCORNS"
930895,0.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,6.0,g,,,"SEA SALT, CUMIN, CAYENNE PEPPER, CANE SUGAR, PAPRIKA, ONION, GARLIC, BLACK PEPPER, RED BELL PEPPER, OREGANO, CHILI PEPPER, SMOKED PAPRIKA."
938327,1.99,Wholesome Snacks,,40.0,g,,,"COCONUT, CANE SUGAR, SULFURDIOXIDE (FOR FRESHNESS), COCONUT, CANE SUGAR, SULFURDIOXIDE (FOR FRESHNESS)."
938457,5.99,Other Grains & Seeds,,45.0,g,,,"ISRAELI COUSCOUS [SEMOLINA (DURUM WHEAT, ROSEMARY EXTRACT)], TRI-COLORED ORZO PASTA [ENRICHED SEMOLINA [DURUM WHEAT, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, DRIED RED BELL PEPPER, DRIED SPINACH)], SPLIT BABY GARBANZO BEANS, RED QUINOA, ISRAELI COUSCOUS [SEMOLINA (DURUM WHEAT, ROSEMARY EXTRACT)], TRI-COLORED ORZO PASTA [ENRICHED SEMOLINA [DURUM WHEAT, NIACIN, FERROUS SULFATE, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, DRIED RED BELL PEPPER, DRIED SPINACH)], SPLIT BABY GARBANZO BEANS, RED QUINOA."
940207,3.49,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"SPARKLING FILTERED WATER, WHITE GRAPE JUICE CONCENTRATE, CLEMENTINE JUICE CONCENTRATE, NATURAL FLAVORS."
945837,3.99,"Chips, Pretzels & Snacks",,28.0,g,,,"ORGANIC STONE GROUND BLUE CORN WITH A TRACE OF LIME, ORGANIC VEGETABLE OIL (CANOLA AND/OR SUNFLOWER AND/OR SAFFLOWER OIL), SEA SALT."
946407,1.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,,,"DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, SPICES, TURMERIC (SPICE AND COLOR)."
946629,3.99,Cereal,,29.0,g,,,"CORN, SUGAR, GLUCOSE SYRUP (WHEAT AND/OR CORN), BARLEY MALT, SALT. VITAMINS: VITAMIN C (ASCORBIC ACID), NIACIN (NICOTINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN A (RETINYL ACETATE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), SODIUM ASCORBATE (AS AN ANTIOXIDANT), CORN, SUGAR, GLUCOSE SYRUP (WHEAT AND/OR CORN), BARLEY MALT, SALT. VITAMINS: VITAMIN C (ASCORBIC ACID), NIACIN (NICOTINAMIDE), VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE), VITAMIN B2 (RIBOFLAVIN), VITAMIN B1 (THIAMINE MONONITRATE), VITAMIN A (RETINYL ACETATE), FOLIC ACID, VITAMIN B12 (CYANOCOBALAMIN), VITAMIN D (CHOLECALCIFEROL), SODIUM ASCORBATE (AS AN ANTIOXIDANT)."
947695,2.79,"French Fries, Potatoes & Onion Rings",,64.0,g,,,"POTATOES, VEGETABLE OIL (SOYBEAN OR CANOLA), SALT, DEXTROSE, CITRIC ACID. "
952484,2.99,Wholesome Snacks,,30.0,g,0.25 cup,,"BANANAS, COCONUT OIL, SUGAR, NATURAL BANANA FLAVOR, BANANAS, COCONUT OIL, SUGAR, NATURAL BANANA FLAVOR."
954174,2.99,"Chips, Pretzels & Snacks",,28.0,g,,7 oz,"POTATOES, OLIVE OIL, SALT. "
958400,3.29,Other Snacks,,5.0,g,,,"SEAWEED, EXPELLER PRESSED CANOLA OIL, WASABI SEASONING (MALTODEXTRIN, SALT, MODIFIED CORNSTARCH, MUSTARD OIL), SESAME OIL, SUGAR, SEA SALT."
959520,2.49,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.6000000238418579,g,,,"PAPRIKA FLAKES, SEA SALT, GARLIC, BASIL. "
