GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
531702,3.99,"Cake, Cookie & Cupcake Mixes",,57.0,g,7 Tbsp,,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID), SUGAR, WHEY POWDER (MILK), TOASTED COCONUT (DESICCATED COCONUT, SUGAR, DEXTROSE, SALT), ORGANIC CORN FLOUR, EXPELLER PRESSED CANOLA OIL (ASCORBIC ACID AND ROSEMARY ADDED TO PRESERVE FRESHNESS), LEAVENING (SODIUM ACID PYROPHOSPHATE, BAKING SODA), NON FAT DRY MILK, SEA SALT, EGG YOLK POWDER, BUTTERMILK POWDER (MILK), NATURAL VANILLA POWDER, NATURAL FLAVOR, AND EGG WHITE POWDER."
532143,1.99,Plant Based Milk,,240.0,ml,1 cup,,"ALMOND BASE (FILTERED WATER, ALMONDS), TRICALCIUM PHOSPHATE, SEA SALT, GELLAN GUM, DIPOTASSIUM PHOSPHATE, XANTHAN GUM, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), D-ALPHA TOCOPHEROL (VITAMIN E)."
532150,1.99,Plant Based Water,,240.0,ml,1 cup,,"ALMOND BASE (FILTERED WATER, ALMONDS), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, GELLAN GUM, DIPOTASSIUM PHOSPHATE, XANTHAN GUM, SUNFLOWER LECITHIN, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), D-ALPHA TOCOPHEROL (VITAMIN E)."
532617,4.99,Wholesome Snacks,,60.0,g,2.11 ONZ,,"COCONUT, PINEAPPLE, MANGO, JACKFRUIT, RICE BRAN OIL, SUGAR, SALT."
534062,4.49,Cookies & Biscuits,,28.0,g,2 COOKIES,,"ENRICHED FLOUR (WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID), BUTTER (CREAM [MILK]), BROWN SUGAR, PUMPKIN PUREE, PALM SHORTENING, GLAZE ICING (POWDERED SUGAR, WATER), SUGAR, INVERT SUGAR, GLYCERINE, MOLASSES, CINNAMON, NUTMEG, SALT, CLOVE, BAKING POWDER."
536493,2.69,Yogurt,,150.0,g,5.3 ONZ,,"GRADE A PASTEURIZED SKIM MILK, COCONUT CREAM BASE (CANE SUGAR, MODIFIED CORNSTARCH, DRIED SHREDDED COCONUT, NATURAL COCONUT CREAM FLAVOR WITH OTHER NATURAL FLAVORS, CITRIC ACID), LIVE AND ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS, L. CASEI. CULTURED AFTER PASTEURIZATION."
536769,2.99,"Chips, Pretzels & Snacks",,25.0,g,1 ONZ,,"KALE, CASHEWS, TAHINI (GROUND SESAME SEEDS), CARROT POWDER, ONION POWDER, CANE SUGAR, LEMON JUICE CONCENTRATE, MUSTARD POWDER, SALT GARLIC POWDER."
537285,1.5,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"WHOLE BLACK BEANS, SUNFLOWER OIL, RICE, SALT, CALCIUM CARBONATE, VITAMIN C (ASCORBYL FOR FRESHNESS), WHOLE BLACK BEANS, SUNFLOWER OIL, RICE, SALT, CALCIUM CARBONATE, VITAMIN C (ASCORBYL FOR FRESHNESS)."
540483,5.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,0.25 cup,,"MARCONA ALMONDS, SUNFLOWER OIL, BLACK TRUFFLE SEA SALT (SEA SALT, DRIED TRUFFLE, TRUFFLE FLAVOR), MARCONA ALMONDS, SUNFLOWER OIL, BLACK TRUFFLE SEA SALT (SEA SALT, DRIED TRUFFLE, TRUFFLE FLAVOR)."
542326,2.99,Yogurt,,227.0,g,8 ONZ,,"ORGANIC GRADE A NON-HOMOGENIZED PASTEURIZED MILK, LIVE AND ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, BIFIDUS AND L. CASEI. CULTURED AFTER PASTEURIZATION."
545198,4.49,Canned Meat,,15.0,g,1 Tbsp,,"COOKED APPLEWOOD SMOKED UNCURED BACON NO NITRATES OR NITRITES ADDED EXCEPT FOR THOSE NATURALLY OCCURRING IN CELERY POWDER (PORK BELLIES, WATER, SODIUM LACTATE, SALT, TURBINADO SUGAR, SPICE EXTRACTIVES [CINNAMON, CLOVE, CAPSICUM], CELERY POWDER), ONIONS, DARK BROWN SUGAR, APPLE CIDER VINEGAR, CANE SUGAR, GARLIC POWDER, PECTIN, CITRIC ACID (FOR FRESHNESS), VEGETARIAN FLAVOR (NATURAL FLAVOR [CONTAINS AUTOLYZED YEAST EXTRACT], SALT, NATURAL SMOKE FLAVOR), ORGANIC CARAMEL COLOR."
545488,3.99,"Cake, Cookie & Cupcake Mixes",,43.0,g,0.33 cup,,"WHITE SORGHUM FLOUR, POTATO STARCH, CANE SUGAR, TAPIOCA FLOUR, BUTTERMILK POWDER (MILK), BAKING POWDER (SODIUM ACID PYROPHOSPHATE, BAKING SODA, MONOCALCIUM PHOSPHATE), EXPELLER PRESSED CANOLA OIL, SEA SALT, ORGANIC VANILLA FLAVOR, NATURAL FLAVORS, XANTHAN GUM."
548618,3.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,1 tsp,,"WATER, ORGANIC JALAPENO PEPPER PUREE, TOMATILLO PUREE, WHITE DISTILLED VINEGAR, CANE SUGAR, CILANTRO PUREE (CILANTRO, VEGETABLE OIL [CANOLA OIL AND/OR OLIVE OIL], CITRIC ACID [FOR FRESHNESS]), SALT, GARLIC PUREE (GARLIC, WATER), GARLIC, SPINACH POWDER, LIME JUICE CONCENTRATE, HABANERO PEPPER POWDER, XANTHAN GUM."
549721,2.99,"Pickles, Olives, Peppers & Relishes",,15.0,g,4 OLIVES,,"ORGANIC PITTED OLIVES, WATER, SALT, ORGANIC EXTRA VIRGIN OLIVE OIL, LACTIC ACID."
550925,4.49,"Cakes, Cupcakes, Snack Cakes",,29.0,g,3 CRISPS,,"ORGANIC CANE SUGAR, FLOUR BLEND (GLUTEN-FREE OAT, GARBANZO/CHICKPEA, SORGHUM, TAPIOCA, FAVA AND POTATO STARCH FLOURS), ORGANIC SOY MILK (SOYBEANS, WATER, CARRAGEENAN), VEGAN CHOCOLATE CHIPS AND CHUNKS (SUGAR, UNSWEETENED CHOCOLATE, DEXTROSE, COCOA BUTTER, SOY LECITHIN [EMULSIFIER], NATURAL VANILLA EXTRACT), COCOA, PALM FRUIT OIL, SUNFLOWER OIL, SUNFLOWER LECITHIN, ORGANIC VANILLA EXTRACT EXPELLER PRESSED CANOLA OIL, BAKING SODA, POTASSIUM BITARTRATE, SALT, XANTHAN GUM, CALCIUM CARBONATE, CELLULOSE GUM. "
552707,3.49,"Popcorn, Peanuts, Seeds & Related Snacks",,42.0,g,0.25 cup,,"HONEY ROASTED COCOA CHILI PEANUTS (PEANUTS, SUGAR, HONEY, COCOA POWDER [PROCESSED WITH ALKALI], CANOLA OIL, CAYENNE PEPPER [CAYENNE PEPPER, SILICON DIOXIDE {ANTI-CAKING AGENT}], SALT, XANTHAN GUM), HONEY ROASTED COCOA CHILI ALMONDS (ALMONDS, SUGAR, HONEY, COCOA POWDER [PROCESSED WITH ALKALI], CANOLA OIL, CAYENNE PEPPER [CAYENNE PEPPER, SILICON DIOXIDE {ANTI-CAKING}], SALT, XANTHAN GUM), PECANS (PECANS, CANOLA OIL, SALT)."
555463,3.99,Salad Dressing & Mayonnaise,,30.0,g,2 Tbsp,,"EXTRA VIRGIN OLIVE OIL, BALSAMIC VINEGAR (CONTAINS SULFITES), THYME HONEY."
555500,3.99,Honey,,21.0,g,1 Tbsp,,"HONEY, BLACK SUMMER TRUFFLE PIECES, NATURAL MUSHROOM FLAVOR."
556309,10.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,EXTRA VIRGIN OLIVE OIL
558617,4.49,Other Soups,,240.0,ml,1 cup,,"BUTTERNUT PUREE, WATER, ORGANIC SOYMILK (WATER, ORGANIC SOYBEANS), CANE SUGAR, SEA SALT, EXPELLER PRESSED CANOLA OIL, RICE FLOUR, NATURAL FLAVOR, ONION POWDER, GARLIC POWDER, GINGER POWDER."
559300,3.29,Crackers & Biscotti,,30.0,g,7 CRACKERS,,"SOURDOUGH BREAD (UNBLEACHED ENRICHED FLOUR [WHEAT FLOUR, MALTED BARLEY FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID], WATER, TOMATO PASTE, SALT, BASIL, SUNDRIED TOMATO), THREE CHEESE BLEND (PARMESAN CHEESE [CULTURED MILK, ANIMAL RENNET, SALT], ASIAGO CHEESE [CULTURED MILK, ANIMAL RENNET, SALT], WHITE CHEDDAR CHEESE [PASTEURIZED MILK, CHEESE CULTURES, SALT, ANIMAL RENNET]), BUTTER, GARLIC, WHITE PEPPER."
560740,2.69,Yogurt,,170.0,g,6 ONZ,,"ORGANIC CULTURED PASTEURIZED REDUCED FAT MILK, ORGANIC VANILLA BEAN BASE (ORGANIC CANE SUGAR, NATURAL FLAVOR, ORGANIC LOCUST BEAN GUM, PECTIN, ORGANIC VANILLA BEANS), LIVE ACTIVE CULTURES: L. ACIDOPHILUS, BIFIDUS, L. BULGARICUS, S. THERMOPHILUS, L. RHAMNOSUS. CULTURED AFTER PASTEURIZATION."
561228,3.99,Dips & Salsa,,28.0,g,2 Tbsp,,"COOKED GARBANZO BEANS (GARBANZO BEANS, WATER), SRIRACHA SAUCE (RED CHILI PEPPER, VINEGAR, SUGAR, GARLIC, SALT), TAHINI PASTE (GROUND SESAME SEED), EXPELLER PRESSED CANOLA OIL, LEMON JUICE CONCENTRATE, GRANULATED GARLIC, SEA SALT, CUMIN, WHITE PEPPER."
574747,1.69,"Oriental, Mexican & Ethnic Sauces",,60.0,g,0.25 cup,,"WATER, DEHYDRATED COCONUT MILK (COCONUT MILK, SODIUM CASEINATE [MILK]), RED CHILI PUREE, ONION, GARLIC, SUGAR, CANOLA OIL, SALT, CORNSTARCH, SPICES, GINGER, AUTOLYZED YEAST EXTRACT, ONION POWDER, EGG YOLKS, CITRIC ACID, NATURAL FLAVORS, XANTHAN GUM."
578790,2.49,Other Soups,,240.0,ml,1 cup,,"ORGANIC REDUCED FAT MILK, FILTER WATER, ORGANIC TOMATO PASTE, ORGANIC CANE SWEETENER (SUGAR), ORGANIC ROASTED RED PEPPER FLAVOR (ORGANIC RED PEPPERS, SEA SALT, ORGANIC BUTTER), ORGANIC ROASTED GARLIC, ORGANIC ROASTED RED PEPPERS, SEA SALT, SODIUM CITRATE, ORGANIC RICE FLOUR, ORGANIC GARLIC POWDER, ORGANIC ONION POWDER, ORGANIC SPICES."
594875,5.99,Flours & Corn Meal,,30.0,g,1/4 cup,,"ALMONDS, ALMONDS."
598484,6.99,Chocolate,,50.0,g,1 BAR,,"SUGAR, COCOA BUTTER, WHOLE MILK POWDER, COCOA MASS, SOY LECITHIN, NATURAL VANILLA FLAVOR, COCOA SOLIDS 33% MIN, MILK SOLIDS 18% MIN."
598491,2.49,Chocolate,,50.0,g,1 BAR,,"COCOA MASS, SUGAR, COCOA BUTTER, SOY LECITHIN. COCOA SOLIDS 56% MIN."
599658,1.99,"Oriental, Mexican & Ethnic Sauces",,60.0,ml,0.25 cup,,"WATER, COCONUT MILK (COCONUT MILK, CORNSTARCH, GUAR GUM, XANTHAN. GUM. CARRAGEENAN), ANAHEIM PEPPER PUREE, TAMARI SOY SAUCE (WATER, SOYBEANS, WHEAT, SALT), CILANTRO, SERRANO PEPPER PUREE, CANE SUGAR, GINGER PUREE, LIME JUICE CONCENTRATE, ARROWROOT POWDER, SEA SALT, ORGANIC SHREDDED COCONUT, GARLIC, XANTHAN GUM, DRIED CORIANDER, DRIED CUMIN, DRIED LEMONGRASS, SHALLOTS, WHITE PEPPER."
607599,2.99,"Chips, Pretzels & Snacks",,28.0,g,1 ONZ,,"STONE GROUND YELLOW CORN, SOY GRITS, BROWN FLAXSEED, CORN OIL OR SUNFLOWER OIL, SEA SALT, WATER, TRACE OF LIME."
670043,2.99,Cookies & Biscuits,,30.0,g,1.1 ONZ,,"UNBLEACHED WHEAT FLOUR, SUGAR, BUTTER (MILK), EGGS, SALT, AMMONIUM BICARBONATE."
681285,12.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,CALIFORNIA ARBEQUINA OLIVE OIL.
698887,2.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,0.25 cup,,"ROASTED & SALTED ALMONDS (ALMONDS, CANOLA OIL, SALT), ROASTED & SALTED CASHEWS (CASHEWS, CANOLA OIL, SALT), PINEAPPLE (PINEAPPLE, SUGAR), CHERRIES (CHERRIES, SUGAR, SUNFLOWER OIL), CRANBERRIES (CRANBERRIES, SUGAR, SUNFLOWER OIL)."
710985,3.99,Frozen Appetizers & Hors D'oeuvres,,84.0,g,2 SAMOSAS,,"ENRICHED ALL PURPOSE WHEAT FLOUR (FLOUR, THIAMINE MONONITRATE, RIBOFLAVIN, NIACIN, FOLIC ACID, IRON [MAY CONTAIN AMYLASE], ASCORBIC ACID [VITAMIN C {DOUGH CONDITIONER}], WATER, DICED POTATOES, CARROTS, GREEN PEAS, CANOLA OIL, LENTILS, ONIONS, CILANTRO, SALT, PLAIN NONFAT YOGURT (SKIM MILK POWDER, WHEY PROTEIN, MODIFIED CORN STARCH, CARRAGEENAN, PECTIN, ACTIVE BACTERIAL CULTURE*, GARLIC, VINEGAR, SPICES, CITRIC ACID."
714563,3.99,Other Soups,,70.3,g,1 BOWL,,"RICE NOODLES (RICE, WATER), SEASONING MIX (SUGAR, GARLIC POWDER, SALT, MUSHROOM POWDER, AUTOLYZED YEAST EXTRACT, SPRING ONION FLAKE, PEPPER), DRIED VEGETABLE PACKET (FREEZE DRIED MUSHROOM, FREEZE DRIED CORN, FREEZE DRIED CARROT), OIL SACHET (RICE BRAN OIL, GARLIC)."
717175,2.99,Cheese,,113.0,g,0.5 cup,,"PASTEURIZED SKIM MILK*, NONFAT DRY MILK*, SALT, GRADE A WHEY, GRADE A LACTOSE, TITANIUM DIOXIDE (COLOR), GUAR GUM, CARRAGEENAN, CITRIC ACID, LOCUST BEAN GUM, LACTIC ACID, PHOSPHORIC ACID, NATURAL FLAVORS, CULTURED GRADE A SKIM MILK*, VITAMIN D3, VITAMIN A PALMITATE, ENZYMES."
728508,1.99,Pizza Mixes & Other Dry Dinners,,150.0,g,0.5 PACKAGE,,"CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL, TURMERIC, CHICKPEAS, TOMATOES, ONIONS, WATER, SUNFLOWER OIL, GINGER, GARLIC, CORIANDER, CUMIN, SALT, BLACK PEPPER, CINNAMON, CARDAMOM, CLOVE, GREEN CHILI, RED CHILI POWDER, FENNEL TURMERIC."
740661,4.99,Breads & Buns,,28.0,g,1 ONZ,,"SPROUTED WHEAT GRAINS, OATS, RYE, BARLEY, CORN, RICE, MILLET, WHEAT FLOUR, WATER, HONEY, VITAL WHEAT GLUTEN, YEAST, MOLASSES, SALT."
772914,0.99,Yogurt,,227.0,g,1 CONTAINER,,"GRADE A PASTEURIZED MILK, CREAM, NONFAT MILK, FRUIT JUICE CONCENTRATES (PINEAPPLE, PEACH, APPLE, PEAR), WATER, APRICOTS, MANGOES, TAPIOCA STARCH, PECTIN, NATURAL FLAVOR, CITRIC ACID, LIVE AND ACTIVE CULTURES: S. THERMOPHILUS, L. BULGARICUS, L. ACIDOPHILUS, CULTURED AFTER PASTEURIZATION."
774093,3.99,"Entrees, Sides & Small Meals",,74.0,g,0.5 cup,,"LONG GRAIN BROWN RICE, GRAPE SEED OIL."
785556,3.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,15.0,g,1 Tbsp,,"SOY SAUCE (WATER, WHEAT, SOYBEANS, SLAT), SUGAR, GARLIC PUREE (GARLIC, WATER, CITRIC ACID), SESAME SEEDS, SOYBEAN OIL, GINGER PUREE, WHITE VINEGAR, SOY POWDER (SOYBEAN, SALT, WHEAT, MALTODEXTRIN), OIL, GARLIC, ONIONS, ONION POWDER, GINGER POWDER."
785570,3.49,"Oriental, Mexican & Ethnic Sauces",,60.0,g,0.25 cup,,"WATER. CANOLA OIL, SUGAR. DEHYDRATED COCONUT MILK (COCONUT, SODIUM CASEINATE [MILK]), GARLIC, ONION, COCONUT MILK, SALT, CONTAINS 2% OR LESS OF: GINGER, RED CHILI, CORNSTARCH, SPICES, CULTURED WHEY (MILK), ONION AND GARLIC POWDER, CITRIC ACID, CULTURED DEXTROSE, INULIN (CHICORY ROOT), NATURAL FLAVOR, XANTHAN GUM."
798587,3.49,Cheese,,28.0,g,1 ONZ,,"PASTEURIZED MILK, SALT CHEESE CULTURES, ENZYMES"
809580,3.49,"Cake, Cookie & Cupcake Mixes",,50.0,g,,16 oz/1 lbs/454 g,"SUGAR, UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMIN MONONITRATE, RIBOFLAVIN, FOLIC ACID, MAY CONTAIN MALTED BARLEY FLOUR, ENZYMES, ASCORBIC ACID [VITAMIN C {DOUGH CONDITIONER}]), LEAVENING (SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE), SALT, SOYBEAN OIL, VANILLA BEAN SPECKS, MADAGASCAR BOURBON VANILLA FLAVOR, XANTHAN GUM."
809979,1.99,Wholesome Snacks,,40.0,g,,,"SWEETENED DRIED CRANBERRIES (CRANBERRIES, SUGAR, EXPELLER PRESSED CRANBERRY SEED OIL)."
810760,2.99,Other Soups,,240.0,ml,,,"WATER, SWEET CORN, POTATOES, ONIONS, HONEY, ROASTED POBLANO PEPPERS, CILANTRO, SEA SALT, EXPELLER PRESSED CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL."
810807,4.49,Other Soups,,240.0,ml,,,"WATER, SWEET POTATOES, POTATOES, CARROTS, PARSNIPS, HONEY, ORGANIC EVAPORATED CANE SUGAR (NATURAL MILLED CANE SUGAR), SEA SALT, EXPELLER PRESSED CANOLA OIL, AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL."
815949,5.99,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"TURKEY BREAST, WATER, CONTAINS LESS THAN 2% OF SEA SALT, EVAPORATED CANE SYRUP, VINEGAR, CARRAGEENAN."
815963,5.99,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"TURKEY BREAST, WATER, CONTAINS LESS THAN 2% OF SEA SALT, EVAPORATED CANE SYRUP, VINEGAR, CARRAGEENAN."
823111,7.99,Alcohol,,118.0,ml,,,"TOMATO PUREE (WATER, TOMATO PASTE), IODIZED SALT, CITRIC ACID, SPICES, SUGAR, DISTILLED VINEGAR, CALM BROTH (CLAMS, MALTODEXTRIN, CORN, SUGAR, SALT), ONION POWDER, GARLIC POWDER, TOMATO PUREE (WATER, TOMATO PASTE), IODIZED SALT, CITRIC ACID, SPICES, SUGAR, DISTILLED VINEGAR, CALM BROTH (CLAMS, MALTODEXTRIN, CORN, SUGAR, SALT), ONION POWDER, GARLIC POWDER."
827560,4.49,Cookies & Biscuits,,26.0,g,,,"CANE SUGAR, GRAIN BLEND (CORN FLOUR, SOY FLOUR, RICE FLOUR, CORNSTARCH, POTATO FLOUR, TAPIOCA STARCH, POTATO STARCH, XANTHAN GUM, ARABIC GUM, CARRAGEENAN), PALM OIL, COCOA POWDER (PROCESSED WITH ALKALI), EXPELLER PRESSED CANOLA OIL, INVERT SYRUP, COCOA POWDER, EGG WHITE POWDER, SEA SALT, BAKING SODA, VANILLA BEAN SEEDS, SOY LECITHIN (AN EMULSIFIER), NATURAL FLAVORS, AMMONIUM BICARBONATE. "
845809,3.99,"Cake, Cookie & Cupcake Mixes",,40.0,g,,,"UNBLEACHED ENRICHED FLOUR (WHEAT FLOUR, NIACIN, REDUCED IRON, THIAMINE MONONITRATE, RIBOFLAVIN, FOLIC ACID, MAY CONTAIN BARLEY FLOUR, ENZYMES, ASCORBIC ACID), WHOLE WHEAT FLOUR, ROLLED OATS, LEAVENING ( SODIUM ACID PYROPHOSPHATE, SODIUM BICARBONATE, MONOCALCIUM PHOSPHATE), SOYBEAN OIL, SUGAR, YELLOW CORNMEAL, WHEAT BRAN, OAT BRAN, BROWN RICE FLOUR, SALT, BUTTERMILK."
859097,3.99,Cereal,,55.0,g,,16 oz/1 lbs/454 g,"WHOLE ROLLED WHEAT, MILLED CANE SUGAR, RICE FLOUR, CORNSTARCH, VEGETABLE OIL (CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL), BROWN RICE SYRUP, ALMONDS, SALT, NATURAL FLAVOR, BARLEY MALT SYRUP."
860932,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860956,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12), FILTERED WATER, ORGANIC BROWN RICE (PARTIALLY MILLED), ORGANIC EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, SEA SALT, VITAMIN A PALIMTATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
860970,2.99,Plant Based Milk,,240.0,ml,,,"FILTERED WATER, BROWN RICE (PARTIALLY MILLED), EXPELLER PRESSED VEGETABLE OIL (CANOLA OIL AND/OR SAFFLOWER OIL AND/OR SUNFLOWER OIL), TRICALCIUM PHOSPHATE, NATURAL VANILLA FLAVOR WITH OTHER NATURAL FLAVORS, SEA SALT, VITAMIN A PALMITATE, ERGOCALCIFEROL (VITAMIN D2), CYANOCOBALAMIN (VITAMIN B12)."
868631,4.69,"Pepperoni, Salami & Cold Cuts",,56.0,g,,,"PORK, WATER, VINEGAR, KOSHER SALT, TURBINADO SUGAR, MOLASSES, *CELERY POWDER, SPICE EXTRACTIVES."
876209,1.99,Milk Additives,,15.0,ml,,,"ORGANIC SOYBASE (FILTERED WATER, WHOLE ORGANIC SOYBEANS), EXPELLER PRESSED ORGANIC CANOLA OIL, ORGANIC CANE SUGAR, ORGANIC MALTODEXTRIN (FROM CORN), POTASSIUM PHOSPHATE, SOY LECITHIN, NATURAL FALVORS, CARRAGEENAN, SODIUM CITRATE, ORGANIC TAPIOCA STARCH."
888653,2.99,Frozen Patties and Burgers,,71.0,g,,,"POTATOES, CANOLA OIL, CARROTS, GREEN BEANS, BREAD CRUMBS (WHEAT FLOUR, SUGAR, YEAST, SALT), BELL PEPPERS, ONIONS, CORN, WATER, SALT, SUGAR, SPICES, GINGER, CELLULOSE GUM, GREEN PEPPER, CITRIC ACID, TURMERIC, MUSTARD SEEDS, POTATOES, CANOLA OIL, CARROTS, GREEN BEANS, BREAD CRUMBS (WHEAT FLOUR, SUGAR, YEAST, SALT), BELL PEPPERS, ONIONS, CORN, WATER, SALT, SUGAR, SPICES, GINGER, CELLULOSE GUM, GREEN PEPPER, CITRIC ACID, TURMERIC, MUSTARD SEEDS."
900836,5.99,"Popcorn, Peanuts, Seeds & Related Snacks",,30.0,g,,,"ALMONDS, SUNFLOWER OIL, SEA SALT, DRIED WHOLE ROSEMARY."
906425,3.99,Dips & Salsa,,30.0,g,,,"GARBANZO BEANS (GARBANZO BEANS, WATER, SALT), TAHINI (GROUND SESAME SEEDS), WATER, CANOLA OIL AND/OR SAFFLOWER OIL, GARLIC, CONCENTRATED LEMON JUICE, SALT, PINE NUTS, PHOSPHORIC, ACETIC AND MALIC ACIDS, CULTURED DEXTROSE (PRESERVES FRESHNESS), OLIVE OIL, SPICES, DEHYDRATED RED BELL PEPPER, DEHYDRATED PARSLEY."
907040,2.29,Cereal,,55.0,g,,,"WHOLE WHEAT FLOUR, BROWN RICE, MILLED CANE SUGAR, RICE FLOUR, WHOLE ROLLED OATS, CHERRY PUREE (CHERRIES, SUGAR, NATURAL FLAVOR, CITRIC ACID, ELDERBERRY JUICE CONCENTRATE [FOR COLOR], FRUIT JUICE [FOR COLOR]), VEGETABLE OIL (CANOLA AND/OR SAFFLOWER AND/OR SUNFLOWER OIL), FREEZE DRIED BLUEBERRIES, FREEZE DRIED POMEGRANATE, SALT HONEY, CORNSTARCH, NATURAL FLAVOR, BARLEY MALT SYRUP, ANNATTO (FOR COLOR), PURPLE CARROT JUICE (FOR COLOR)."
908597,1.99,Canned Soup,"NOT A SIGNIFICANT SOURCE OF TRANS FAT, DIETARY FIBER, VITAMIN A, VITAMIN C, CALCIUM AND IRON.",9.600000381469728,g,,4.06 oz/115 g,"CHICKEN STOCK, MALTODEXTRIN (CORN), NATURAL FLAVOR, CHICKEN FAT, SUGAR, SALT, YEAST EXTRACT, XANTHAN GUM."
909938,2.99,Cookies & Biscuits,,28.0,g,,,"WHEAT FLOUR, BROWN SUGAR, NON HYDROGENATED SHORTENING (PALM FRUIT OIL), MOLASSES, PASTEURIZED WHOLE EGGS, MINCED CANDIED GINGER (GINGER, CANE SUGAR), GROUND GINGER, CANDIED GINGER PULP(GINGER, CANE SUGAR), BAKING SODA, CINNAMON, SALT."
910149,3.49,Other Soups,,240.0,ml,,,"WATER, ORGANIC TOMATO PASTE, ORGANIC CREAM, ORGANIC RICE STARCH, ORGANIC CANE SUGAR, POTASSIUM CHLORIDE, SEA SALT, ORGANIC CHEESE FLAVOR (ORGANIC CHEDDAR CHEESE [PASTEURIZED MILK, CULTURES, SALT, ENZYMES], WATER, SALT, SODIUM CITRATE, XANTHAN GUM), ORGANIC GARLIC POWDER, ORGANIC ONION POWDER, SODIUM CITRATE."
911054,5.99,Dips & Salsa,,30.0,g,2 Tbsp,,"GREAT NORTHERN WHITE BEANS, WATER, TAHINI (PUREED SESAME SEEDS), CANOLA OIL, GARLIC, SOY SAUCE (WATER, WHEAT, SOYBEANS, SALT), LEMON JUICE CONCENTRATE, CITRUS FIBER, CULTURED DEXTROSE (FOR FRESHNESS), OLIVE OIL, SUN DRIED TOMATOES, SALT, PHOSPHORIC, ACETIC AND MALIC ACIDS, PARSLEY, WHITE PEPPER, PAPRIKA."
911924,5.49,Wholesome Snacks,,40.0,g,,,"DARK CHOCOLATE (CHOCOLATE LIQUOR, SUGAR, COCOA BUTTER, COCOA POWDER, SOY LECITHIN, VANILLA EXTRACT), DRIED CHERRIES (CHERRIES, SUGAR, SUNFLOWER OIL), DEXTRIN (CORN), AND FOOD GLAZE, DARK SWEET CHERRIES."
