GTIN/UPC,Price,Branded Food Category,not_a_significant_source_of,serving_size,serving_size_unit,household_serving_fulltext,package_weight,ingredients
914918,2.99,Wholesome Snacks,,40.0,g,,,PINEAPPLE.
922722,3.79,Canned Vegetables,,100.0,g,,,"HEARTS OF PALM, WATER, SALT, CITRIC ACID (ACIDITY REGULATOR)."
924665,2.99,Snacks,,,,,,"POPCORN, SUNFLOWER OIL, SUGAR, SALT"
925372,3.49,Dips & Salsa,,32.0,g,,,"DICED TOMATOES, TOMATO PUREE, FIRE-ROASTED TOMATOES, ROASTED ONIONS, ROASTED GREEN BELL PEPPERS. LIME JUICE, SUGAR, JALAPENO PEPPERS, ONIONS, ROASTED GARLIC, WHITE DISTILLED VINEGAR, CILANTRO, CUMIN, CHIPOTLE PEPPERS, BLACK PEPPER."
925907,3.99,"Pickles, Olives, Peppers & Relishes",,15.0,g,,,"ORGANIC CUCUMBERS, ORGANIC CANE SUGAR, WATER, ORGANIC DISTILLED VINEGAR, SALT, ORGANIC DEHYDRATED PEPPERS, CALCIUM CHLORIDE, XANTHAN GUM, ORGANIC NATURAL SPICE FLAVORS, ORGANIC GUM ARABIC."
926904,2.99,"Cakes, Cupcakes, Snack Cakes",,24.0,g,,,"ORGANIC WHOLE GRAIN BROWN RICE, ORGANIC MARSHMALLOW (ORGANIC BROWN RICE SYRUP, ORGANIC CANE SUGAR, ORGANIC GUAR GUM, SEA SALT), ORGANIC PALM FRUIT OIL, VEGETABLE GLYCERIN, ORGANIC RICE BRAN EXTRACT, ORGANIC VANILLA FLAVOR, ORGANIC WHOLE GRAIN BROWN RICE, ORGANIC MARSHMALLOW (ORGANIC BROWN RICE SYRUP, ORGANIC CANE SUGAR, ORGANIC GUAR GUM, SEA SALT), ORGANIC PALM FRUIT OIL, VEGETABLE GLYCERIN, ORGANIC RICE BRAN EXTRACT, ORGANIC VANILLA FLAVOR."
929172,3.95,Other Condiments,,16.0,g,,,"CRANBERRIES, APPLES, SUGAR, CRANBERRY JUICE CONCENTRATE, PECTIN, ASCORBIC ACID (VITAMIN C), CRANBERRIES, APPLES, SUGAR, CRANBERRY JUICE CONCENTRATE, PECTIN, ASCORBIC ACID (VITAMIN C)."
930826,3.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,1.0,g,,,"HIMALAYAN PINK SALT, HIMALAYAN PINK SALT CRYSTALS."
930840,2.29,Herbs & Spices,,0.699999988079071,g,,,"RAINBOW PEPPERCORNS, BLACK PEPPERCORNS, WHITE PEPPERCORNS, GREEN PEPPERCORNS, PINK PEPPERCORNS"
930895,0.99,"Seasoning Mixes, Salts, Marinades & Tenderizers",,6.0,g,,,"SEA SALT, CUMIN, CAYENNE PEPPER, CANE SUGAR, PAPRIKA, ONION, GARLIC, BLACK PEPPER, RED BELL PEPPER, OREGANO, CHILI PEPPER, SMOKED PAPRIKA."
938327,1.99,Wholesome Snacks,,40.0,g,,,"COCONUT, CANE SUGAR, SULFURDIOXIDE (FOR FRESHNESS), COCONUT, CANE SUGAR, SULFURDIOXIDE (FOR FRESHNESS)."
940207,3.49,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"SPARKLING FILTERED WATER, WHITE GRAPE JUICE CONCENTRATE, CLEMENTINE JUICE CONCENTRATE, NATURAL FLAVORS."
945837,3.99,"Chips, Pretzels & Snacks",,28.0,g,,,"ORGANIC STONE GROUND BLUE CORN WITH A TRACE OF LIME, ORGANIC VEGETABLE OIL (CANOLA AND/OR SUNFLOWER AND/OR SAFFLOWER OIL), SEA SALT."
946407,1.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,,,"DISTILLED VINEGAR, WATER, MUSTARD SEED, SALT, SPICES, TURMERIC (SPICE AND COLOR)."
952484,2.99,Wholesome Snacks,,30.0,g,0.25 cup,,"BANANAS, COCONUT OIL, SUGAR, NATURAL BANANA FLAVOR, BANANAS, COCONUT OIL, SUGAR, NATURAL BANANA FLAVOR."
954174,2.99,"Chips, Pretzels & Snacks",,28.0,g,,7 oz,"POTATOES, OLIVE OIL, SALT. "
958363,1.99,Canned Tuna,,56.0,g,2 ONZ,,"SOLID WHITE TUNA, WATER, SALT"
958400,3.29,Other Snacks,,5.0,g,,,"SEAWEED, EXPELLER PRESSED CANOLA OIL, WASABI SEASONING (MALTODEXTRIN, SALT, MODIFIED CORNSTARCH, MUSTARD OIL), SESAME OIL, SUGAR, SEA SALT."
959520,2.49,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.6000000238418579,g,,,"PAPRIKA FLAKES, SEA SALT, GARLIC, BASIL. "
960700,4.99,Vegetable & Cooking Oils,,15.0,ml,,,ORGANIC VIRGIN COCONUT OIL.
960717,2.99,"Granulated, Brown & Powdered Sugar",,4.0,g,,,"ORGANIC COCONUT SUGAR, ORGANIC COCONUT PALM SUGAR."
961202,14.49,Honey,,21.0,g,,,100% RAW ORGANIC WILD HONEY.
961592,2.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,ml,1 tsp,,"WATER, HABANERO CHILIS, VINEGAR, ONION, SUGAR, GARLIC, SALT, SUNFLOWER OIL, XANTHAN GUM."
966894,3.49,Other Grains & Seeds,,42.0,g,0.25 cup,,ORGANIC TRICOLOR QUINOA. 
970303,2.49,Other Cooking Sauces,,15.0,ml,,,"RICE VINEGAR (MADE FROM RICE), DILUTED WITH WATER TO 4.2% ACIDITY (42 GRAIN)."
976886,3.99,Chocolate,,33.0,g,1.1 ONZ,,"HONEY, CHOCOLATE LIQUOR, OIL OF PEPPERMINT."
980388,2.99,All Noodles,,57.0,g,2 ONZ,,"RICE FLOUR, WATER, TAPIOCA STARCH, TAPIOCA SUGAR, XANTHAN GUM, GUAR GUM, SALT."
982320,,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,,,"FILTERED WATER, CRANBERRY JUICE CONCENTRATE, CRYSTALLINE FRUCTOSE (FROM CANE OR BEET SUGAR), CONTAINS 2% OR LESS OF THE FOLLOWING: COLORING (BLACK CURRANT JUICE EXTRACT, BLACK CARROT JUICE EXTRACT), ORGANIC NATURAL CRANBERRY POMEGRANATE FLAVOR WITH OTHER NATURAL FLAVORS, STEVIA EXTRACT (REBAUDIOSIDE-A)."
984850,10.99,Vegetable & Cooking Oils,,15.0,ml,1 Tbsp,,100% EXTRA VIRGIN OLIVE OIL
985994,2.49,Other Soups,,240.0,ml,1 cup,,"WATER, BLACK BEANS, ONION, RED BELL PEPPER, GREEN BELL PEPPER, FLAVOR CONCENTRATE (TOMATO PUREE [TOMATO PASTE, WATER], SEA SALT, SUGAR, CANOLA OIL, SPICES, CHIPOTLE PEPPER, NATURAL FLAVOR), TOMATO PASTE, GARLIC, SEA SALT, OLIVE OIL, CUMIN, GUAR GUM, BLACK PEPPER."
987417,2.29,Wholesome Snacks,,35.0,g,,,"MANGO, SUGAR, GLYCERIN, MANGO JUICE, SULFUR DIOXIDE (ADDED FOR FRESHNESS)."
988384,2.99,Dips & Salsa,,31.0,g,2 Tbsp,,"ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC TOMATILLO, ORGANIC ROASTED YELLOW CHILI, ORGANIC ONION, SALT, ORGANIC CILANTRO, ORGANIC DRIED GARLIC, CITRIC ACID, ORGANIC TOMATO PUREE (WATER, ORGANIC TOMATO PASTE), ORGANIC TOMATILLO, ORGANIC ROASTED YELLOW CHILI, ORGANIC ONION, SALT, ORGANIC CILANTRO, ORGANIC DRIED GARLIC, CITRIC ACID."
989022,1.69,Baking Additives & Extracts,,80.0,ml,,,"ORGANIC COCONUT, WATER, COCONUT EXTRACTED, SODIUM CARBOXY METHYL CELLULOSE, XANTHAN GUM, WATER."
990370,4.99,"Fruit & Vegetable Juice, Nectars & Fruit Drinks",,240.0,ml,8 OZA,,"FILTERED WATER, CONCENTRATED ORANGE JUICE, TRICALCIUM PHOSPHATE, CALCIUM LACTATE (CALCIUM SOURCE). "
992633,3.49,Dips & Salsa,,30.0,g,,,"ROASTED TOMATO, TOMATO (VINE-RIPENED CALIFORNIA TOMATO, CALCIUM CHLORIDE, CITRIC ACID [FOR FRESHNESS]), FILTERED WATER, ROASTED ONION, TOMATO PASTE, CHIPOTLE PEPPER (WATER, CHIPOTLE PEPPER, TOMATO PASTE, SALT, ORGANIC DISTILLED WHITE VINEGAR, ORGANIC SESAME OIL, DRIED GARLIC, PAPRIKA), ROASTED GARLIC, SALT, CILANTRO, LIME JUICE FROM CONCENTRATE, APPLE CIDER VINEGAR."
993432,1.99,"Ketchup, Mustard, BBQ & Cheese Sauce",,5.0,g,,,"WATER, MUSTARD SEED, DISTILLED VINEGAR, SALT, WHITE WINE (CONTAINS SULFITES), SUGAR, CITRIC ACID, SPICES."
993500,12.99,Vegetable & Cooking Oils,,15.0,ml,,,GREEK KALAMATA EXTRA VIRGIN OLIVE OIL.
89962244,2.49,"Seasoning Mixes, Salts, Marinades & Tenderizers",,0.8,g,0.25 tsp,,"BLACK PEPPERCORNS, SEA SALT, ONION, LEMON RIND, GARLIC, LEMON OIL, CITRIC ACID."
41498112103,7.49,Other Meats,,112.0,g,4 ONZ,,GROUND BEEF.
750456000000,4.99,Vegetable & Cooking Oils,,,,,, COCONUT
869210000000,4.99,Cereal,,,,,, COCONUT
